year,month,day,rain,tmax,tmin,srad,Tmean,district
2018,10,23,0,22.9,8.9,24.4,15.9,Debre Elias
2018,10,24,0,23.1,7.8,26,15.45,Debre Elias
2018,10,25,0,23.3,8.2,25.8,15.75,Debre Elias
2018,10,26,0,23.2,7.1,26.6,15.15,Debre Elias
2018,10,27,0,23.1,7.2,26.4,15.15,Debre Elias
2018,10,28,0,23.7,6.8,27.1,15.25,Debre Elias
2018,10,29,0,23.5,6.7,27,15.1,Debre Elias
2018,10,30,0,23.1,7.4,26.2,15.25,Debre Elias
2018,10,31,0,22.8,7.3,26,15.05,Debre Elias
2018,11,1,0,22.4,6.8,26.1,14.6,Debre Elias
2018,11,2,0,22.6,6.4,26.5,14.5,Debre Elias
2018,11,3,0,22.2,8.5,24,15.35,Debre Elias
2018,11,4,0,22.9,10,23,16.45,Debre Elias
2018,11,5,0,22.6,10.1,22.4,16.35,Debre Elias
2018,11,6,0,22.8,9.9,22.9,16.35,Debre Elias
2018,11,7,0,23.9,10.3,23.7,17.1,Debre Elias
2018,11,8,0,23,10.2,22.7,16.6,Debre Elias
2018,11,9,0,23.6,10.5,23,17.05,Debre Elias
2018,11,10,0,23.5,10.6,22.8,17.05,Debre Elias
2018,11,11,0.2,23,10.6,22.1,16.8,Debre Elias
2018,11,12,0.8,22.7,10.4,22,16.55,Debre Elias
2018,11,13,4.9,20.9,10.6,18.1,15.75,Debre Elias
2018,11,14,0.3,22,10.1,21.2,16.05,Debre Elias
2018,11,15,0,22.9,10,22.7,16.45,Debre Elias
2018,11,16,0,23.4,10.3,23.1,16.85,Debre Elias
2018,11,17,0,23,10.3,22.4,16.65,Debre Elias
2018,11,18,0,22.3,9.4,22.7,15.85,Debre Elias
2018,11,19,0,21.1,8.4,22.4,14.75,Debre Elias
2018,11,20,0,22.6,7.9,24.9,15.25,Debre Elias
2018,11,21,0,22.8,8.6,24.4,15.7,Debre Elias
2018,11,22,0,22.5,9,23.4,15.75,Debre Elias
2018,11,23,0,22.9,8.2,24.7,15.55,Debre Elias
2018,11,24,0,23,9.1,23.9,16.05,Debre Elias
2018,11,25,0,23.2,9.2,24.1,16.2,Debre Elias
2018,11,26,0,23.9,7.7,26,15.8,Debre Elias
2018,11,27,0,23.3,7.5,25.7,15.4,Debre Elias
2018,11,28,0,23.6,7.9,25.5,15.75,Debre Elias
2018,11,29,0,23.3,7.6,25.5,15.45,Debre Elias
2018,11,30,0,23.1,9,24.1,16.05,Debre Elias
2018,12,1,0,23,9.3,23.5,16.15,Debre Elias
2018,12,2,0,22.2,8.6,23.4,15.4,Debre Elias
2018,12,3,0,22.4,8.1,24.2,15.25,Debre Elias
2018,12,4,0,22.4,9.3,22.7,15.85,Debre Elias
2018,12,5,0,22.2,9.2,22.6,15.7,Debre Elias
2018,12,6,0,21.2,9.3,21,15.25,Debre Elias
2018,12,7,0,21.4,9.2,21.4,15.3,Debre Elias
2018,12,8,0,21.4,9.7,20.6,15.55,Debre Elias
2018,12,9,0,22.2,9.5,22.2,15.85,Debre Elias
2018,12,10,0,20.9,8.9,21.1,14.9,Debre Elias
2018,12,11,0,23.2,8.8,24.2,16,Debre Elias
2018,12,12,0,22.4,9,23.1,15.7,Debre Elias
2018,12,13,0,23,8.5,24.4,15.75,Debre Elias
2018,12,14,0,23.1,9.2,23.7,16.15,Debre Elias
2018,12,15,0,23,9.4,23.3,16.2,Debre Elias
2018,12,16,0,24.1,10.3,23.6,17.2,Debre Elias
2018,12,17,0,24.2,10.2,23.8,17.2,Debre Elias
2018,12,18,0,22.3,9.9,21.6,16.1,Debre Elias
2018,12,19,0,22.5,9.9,21.9,16.2,Debre Elias
2018,12,20,0,23.5,8.9,24.4,16.2,Debre Elias
2018,12,21,0,23.2,9.6,23.4,16.4,Debre Elias
2018,12,22,0,22.4,9.4,22.6,15.9,Debre Elias
2018,12,23,0,23.7,9.4,24.1,16.55,Debre Elias
2018,12,24,0,23.5,9.9,23.3,16.7,Debre Elias
2018,12,25,0,21.4,10.1,19.9,15.75,Debre Elias
2018,12,26,0.1,20.4,10.7,16.7,15.55,Debre Elias
2018,12,27,0,21.5,8.6,22.4,15.05,Debre Elias
2018,12,28,0,23,7,25.6,15,Debre Elias
2018,12,29,2.6,22.9,8.1,24.7,15.5,Debre Elias
2018,12,30,0,21.8,8.4,23.1,15.1,Debre Elias
2018,12,31,0,22.6,9.6,22.6,16.1,Debre Elias
2019,1,1,0,24.7,8.3,26,16.5,Debre Elias
2019,1,2,0,25,7.4,26.7,16.2,Debre Elias
2019,1,3,0,24.6,7.2,26.6,15.9,Debre Elias
2019,1,4,0,24.8,7.3,26.7,16.05,Debre Elias
2019,1,5,0,25.3,7.6,26.8,16.45,Debre Elias
2019,1,6,0,26,7.8,27,16.9,Debre Elias
2019,1,7,0,26.1,8.2,26.9,17.15,Debre Elias
2019,1,8,0,26.6,8,27.2,17.3,Debre Elias
2019,1,9,0,26.1,8.2,27,17.15,Debre Elias
2019,1,10,0,26.2,8.1,27.1,17.15,Debre Elias
2019,1,11,0,25.4,9,26.1,17.2,Debre Elias
2019,1,12,0,24.7,10.4,24.3,17.55,Debre Elias
2019,1,13,0,26.7,12.1,24.7,19.4,Debre Elias
2019,1,14,0,26,10.4,25.6,18.2,Debre Elias
2019,1,15,0,27,8,27.5,17.5,Debre Elias
2019,1,16,0,25.1,6.2,27.5,15.65,Debre Elias
2019,1,17,0,25.2,5.4,27.8,15.3,Debre Elias
2019,1,18,0,25,6.4,27.5,15.7,Debre Elias
2019,1,19,0,26,9.9,26.1,17.95,Debre Elias
2019,1,20,0,27.1,11.1,26,19.1,Debre Elias
2019,1,21,0,26.9,11.6,25.5,19.25,Debre Elias
2019,1,22,0,27.3,11.9,25.6,19.6,Debre Elias
2019,1,23,0,26.3,11.4,25.2,18.85,Debre Elias
2019,1,24,0,26.7,11.7,25.4,19.2,Debre Elias
2019,1,25,0,25.9,10.8,25.5,18.35,Debre Elias
2019,1,26,0,24.8,10.2,24.9,17.5,Debre Elias
2019,1,27,0,25.4,10.6,25.3,18,Debre Elias
2019,1,28,0,26.5,10.9,26,18.7,Debre Elias
2019,1,29,0,27.3,12.8,25,20.05,Debre Elias
2019,1,30,0,28.4,11.6,26.9,20,Debre Elias
2019,1,31,0,28.3,10.3,27.6,19.3,Debre Elias
2019,2,1,0,27.1,11.4,26.1,19.25,Debre Elias
2019,2,2,0,27.6,10,27.5,18.8,Debre Elias
2019,2,3,0,27.6,9.2,27.9,18.4,Debre Elias
2019,2,4,0,27.6,9.5,27.8,18.55,Debre Elias
2019,2,5,0,27.6,10.5,27.2,19.05,Debre Elias
2019,2,6,0,27.2,10.4,27.1,18.8,Debre Elias
2019,2,7,0,26.7,12.6,24.6,19.65,Debre Elias
2019,2,8,0,25.2,12.4,22.8,18.8,Debre Elias
2019,2,9,0,23.3,12.1,20.1,17.7,Debre Elias
2019,2,10,0,26.3,12.2,24.7,19.25,Debre Elias
2019,2,11,0,27.1,10.7,27,18.9,Debre Elias
2019,2,12,0,26.8,9.6,27.6,18.2,Debre Elias
2019,2,13,0,27.2,10.3,27.4,18.75,Debre Elias
2019,2,14,0,26.8,12.1,25.5,19.45,Debre Elias
2019,2,15,0,26.3,11.6,25.6,18.95,Debre Elias
2019,2,16,0,26.9,10.8,26.9,18.85,Debre Elias
2019,2,17,0,26,11.4,25.4,18.7,Debre Elias
2019,2,18,0,26.4,11.4,25.9,18.9,Debre Elias
2019,2,19,0,25.6,11,25.5,18.3,Debre Elias
2019,2,20,0,26.4,11.7,25.6,19.05,Debre Elias
2019,2,21,0,24,12,21.8,18,Debre Elias
2019,2,22,0.6,23.6,11.8,21.3,17.7,Debre Elias
2019,2,23,0.5,25,11.7,23.7,18.35,Debre Elias
2019,2,24,0.2,25.3,11.4,24.7,18.35,Debre Elias
2019,2,25,0.7,25.4,10.8,25.5,18.1,Debre Elias
2019,2,26,0,25.9,11.2,25.6,18.55,Debre Elias
2019,2,27,0.1,24.8,10.7,25,17.75,Debre Elias
2019,2,28,0,25.2,9.9,26.3,17.55,Debre Elias
2019,3,1,0,24.6,9.4,26.3,17,Debre Elias
2019,3,2,0,24.9,8.4,27.4,16.65,Debre Elias
2019,3,3,0,25.7,9.3,27.3,17.5,Debre Elias
2019,3,4,0,25.4,8.7,27.5,17.05,Debre Elias
2019,3,5,3.4,24.8,10.2,25.6,17.5,Debre Elias
2019,3,6,4.2,24.6,11.1,24.1,17.85,Debre Elias
2019,3,7,2.1,24.2,11.4,23.1,17.8,Debre Elias
2019,3,8,16.8,21.7,11.5,18.1,16.6,Debre Elias
2019,3,9,2.7,24.6,10.3,25.3,17.45,Debre Elias
2019,3,10,6.8,23.3,11.3,21.8,17.3,Debre Elias
2019,3,11,6.1,22.9,11.2,21.3,17.05,Debre Elias
2019,3,12,14.9,22.9,10.5,22.6,16.7,Debre Elias
2019,3,13,1.9,24.4,10.8,24.4,17.6,Debre Elias
2019,3,14,7.2,22.1,11.6,19,16.85,Debre Elias
2019,3,15,6.9,22.8,10.9,21.6,16.85,Debre Elias
2019,3,16,12,21.5,11.3,18.3,16.4,Debre Elias
2019,3,17,4.8,22,11.2,19.6,16.6,Debre Elias
2019,3,18,7.6,22.5,11.5,20.1,17,Debre Elias
2019,3,19,15.2,21.4,11.5,17.7,16.45,Debre Elias
2019,3,20,0,22.8,10.1,23,16.45,Debre Elias
2019,3,21,2.4,22.6,11.4,20.4,17,Debre Elias
2019,3,22,4.5,23,11.3,21.3,17.15,Debre Elias
2019,3,23,1.1,22.7,11,21.1,16.85,Debre Elias
2019,3,24,0.8,22.4,11.3,20.3,16.85,Debre Elias
2019,3,25,5.1,22.7,11.8,19.8,17.25,Debre Elias
2019,3,26,0.2,22.9,11.6,20.4,17.25,Debre Elias
2019,3,27,8.7,21.7,11.9,17.4,16.8,Debre Elias
2019,3,28,0.5,23.4,11.2,22,17.3,Debre Elias
2019,3,29,1.6,22.4,12.4,18,17.4,Debre Elias
2019,3,30,0.1,23.3,12.1,20.2,17.7,Debre Elias
2019,3,31,0.7,23,12.8,18.3,17.9,Debre Elias
2019,4,1,0.9,23.2,12.7,18.9,17.95,Debre Elias
2019,4,2,0.2,24.1,12.5,21,18.3,Debre Elias
2019,4,3,0.9,23.1,12.7,18.6,17.9,Debre Elias
2019,4,4,2.3,21.4,12.2,16,16.8,Debre Elias
2019,4,5,1.2,23.6,11.8,21.3,17.7,Debre Elias
2019,4,6,2.1,22.9,12.2,19.2,17.55,Debre Elias
2019,4,7,2.9,22.7,11.8,19.6,17.25,Debre Elias
2019,4,8,5.5,20.7,12.5,13.5,16.6,Debre Elias
2019,4,9,0.1,23.8,11,22.9,17.4,Debre Elias
2019,4,10,0.1,24.1,11.7,22.1,17.9,Debre Elias
2019,4,11,3,23.2,12.4,19.3,17.8,Debre Elias
2019,4,12,10,22.4,12.3,17.9,17.35,Debre Elias
2019,4,13,0.3,24.9,11.3,23.9,18.1,Debre Elias
2019,4,14,8.5,23.5,12.7,19.2,18.1,Debre Elias
2019,4,15,3.8,22.9,12.6,18.2,17.75,Debre Elias
2019,4,16,6.5,21.7,12.8,15.3,17.25,Debre Elias
2019,4,17,1.1,23.5,12.1,20.3,17.8,Debre Elias
2019,4,18,0,24,12.1,21.2,18.05,Debre Elias
2019,4,19,2.1,23.1,13.1,17.8,18.1,Debre Elias
2019,4,20,19.5,24.6,12.3,21.9,18.45,Debre Elias
2019,4,21,9.3,22.5,12.4,17.9,17.45,Debre Elias
2019,4,22,21,23.3,11.9,20.3,17.6,Debre Elias
2019,4,23,6.2,22.5,12.3,17.9,17.4,Debre Elias
2019,4,24,10.1,21.6,11.9,17,16.75,Debre Elias
2019,4,25,3.5,22.3,11.4,19.3,16.85,Debre Elias
2019,4,26,9.4,20.9,12.4,14,16.65,Debre Elias
2019,4,27,2,22.7,11.5,20,17.1,Debre Elias
2019,4,28,7.9,23.3,11.6,20.7,17.45,Debre Elias
2019,4,29,8.3,22.3,11.7,18.8,17,Debre Elias
2019,4,30,6.6,21.4,11.6,16.9,16.5,Debre Elias
2019,5,1,7.6,20.9,11.3,16.6,16.1,Debre Elias
2019,5,2,10.8,21.3,11.6,16.7,16.45,Debre Elias
2019,5,3,5.2,22.3,11.1,19.7,16.7,Debre Elias
2019,5,4,10.4,20.7,12.2,14,16.45,Debre Elias
2019,5,5,1.3,22.2,12.4,16.9,17.3,Debre Elias
2019,5,6,1.3,22.2,12.2,17.4,17.2,Debre Elias
2019,5,7,0.6,22.9,12.5,18.1,17.7,Debre Elias
2019,5,8,0,24.7,10.4,24.1,17.55,Debre Elias
2019,5,9,0,25.5,9,25.8,17.25,Debre Elias
2019,5,10,0,25.3,7.1,26.6,16.2,Debre Elias
2019,5,11,0,25.6,6.4,26.9,16,Debre Elias
2019,5,12,0,26.1,6.7,26.9,16.4,Debre Elias
2019,5,13,0,25.5,7.7,26.3,16.6,Debre Elias
2019,5,14,0,27.8,8.3,26.8,18.05,Debre Elias
2019,5,15,0,26.9,6,27,16.45,Debre Elias
2019,5,16,0,27.3,8.8,26.4,18.05,Debre Elias
2019,5,17,0,26.1,9.7,25.4,17.9,Debre Elias
2019,5,18,0,26.3,8,26.3,17.15,Debre Elias
2019,5,19,0,25.9,7,26.4,16.45,Debre Elias
2019,5,20,0.5,24.9,9.4,24.7,17.15,Debre Elias
2019,5,21,7.2,23,12.2,18.8,17.6,Debre Elias
2019,5,22,7.3,21.4,11.6,16.7,16.5,Debre Elias
2019,5,23,1.4,22.8,11.5,19.6,17.15,Debre Elias
2019,5,24,2.8,22.3,12.5,16.7,17.4,Debre Elias
2019,5,25,0.6,23.3,12.4,18.7,17.85,Debre Elias
2019,5,26,2.5,24.5,11.6,21.9,18.05,Debre Elias
2019,5,27,0,24.8,10.8,23.1,17.8,Debre Elias
2019,5,28,0.5,24.2,11.4,21.7,17.8,Debre Elias
2019,5,29,2.7,22.4,12.9,16,17.65,Debre Elias
2019,5,30,3.7,22.1,11.8,17.6,16.95,Debre Elias
2019,5,31,9.1,20.9,12.3,14.1,16.6,Debre Elias
2019,6,1,0.9,21.1,10.9,17.4,16,Debre Elias
2019,6,2,2.5,21.6,11.7,16.8,16.65,Debre Elias
2019,6,3,0,23.5,11.4,20.7,17.45,Debre Elias
2019,6,4,0,23.1,11.1,20.5,17.1,Debre Elias
2019,6,5,0.2,22.8,11.9,18.7,17.35,Debre Elias
2019,6,6,0,22.4,12,17.6,17.2,Debre Elias
2019,6,7,1.8,21.9,11.2,18.2,16.55,Debre Elias
2019,6,8,1.1,21.7,10.9,18.5,16.3,Debre Elias
2019,6,9,0.1,22.5,10.2,20.8,16.35,Debre Elias
2019,6,10,1.3,21.4,11.8,16.3,16.6,Debre Elias
2019,6,11,15.7,20.5,11.8,14.3,16.15,Debre Elias
2019,6,12,1.7,23.4,9.4,22.9,16.4,Debre Elias
2019,6,13,0,24.4,8,24.7,16.2,Debre Elias
2019,6,14,1,22.3,8.1,23.1,15.2,Debre Elias
2019,6,15,1.6,20.3,11.8,14,16.05,Debre Elias
2019,6,16,0,23.2,8.7,23.4,15.95,Debre Elias
2019,6,17,0,22,8.7,22,15.35,Debre Elias
2019,6,18,3.2,20.8,11.2,16.2,16,Debre Elias
2019,6,19,9.6,18.4,11.2,10.8,14.8,Debre Elias
2019,6,20,0.1,22.1,7.8,23.1,14.95,Debre Elias
2019,6,21,0.2,23.5,9.4,22.8,16.45,Debre Elias
2019,6,22,0,21.8,9.4,21,15.6,Debre Elias
2019,6,23,0,22.3,9.8,21.1,16.05,Debre Elias
2019,6,24,1.2,20.8,10.5,17.5,15.65,Debre Elias
2019,6,25,0.9,20.5,10.7,16.5,15.6,Debre Elias
2019,6,26,6,20,11.2,14.4,15.6,Debre Elias
2019,6,27,9.8,18.6,11,11.8,14.8,Debre Elias
2019,6,28,0.3,20.2,9.7,17.9,14.95,Debre Elias
2019,6,29,5.5,19.4,10.8,14,15.1,Debre Elias
2019,6,30,0.1,20.9,8.8,20.5,14.85,Debre Elias
2019,7,1,2.9,20,11.2,14.6,15.6,Debre Elias
2019,7,2,0,20.8,10.6,17.4,15.7,Debre Elias
2019,7,3,0,21.3,10.1,19.1,15.7,Debre Elias
2019,7,4,14.8,21.8,11.1,18.1,16.45,Debre Elias
2019,7,5,15.2,18.7,11.9,10,15.3,Debre Elias
2019,7,6,0,18.7,11.4,11,15.05,Debre Elias
2019,7,7,3.5,19.4,10.8,14,15.1,Debre Elias
2019,7,8,9.7,18.9,11.3,11.8,15.1,Debre Elias
2019,7,9,8.9,17.7,11.5,8.5,14.6,Debre Elias
2019,7,10,2.1,18.6,11.9,9.8,15.25,Debre Elias
2019,7,11,0,20.4,10.5,16.7,15.45,Debre Elias
2019,7,12,1.8,19.8,11.5,13.5,15.65,Debre Elias
2019,7,13,1,20.8,11,16.7,15.9,Debre Elias
2019,7,14,14.3,20.5,12.2,13.5,16.35,Debre Elias
2019,7,15,17.8,19.5,12.2,11,15.85,Debre Elias
2019,7,16,55.5,18.4,12.3,8.5,15.35,Debre Elias
2019,7,17,14.5,19.4,11.4,12.8,15.4,Debre Elias
2019,7,18,2,20.3,11.4,14.8,15.85,Debre Elias
2019,7,19,5.8,18.4,12.5,8.1,15.45,Debre Elias
2019,7,20,2.7,18.8,12,10,15.4,Debre Elias
2019,7,21,12.8,19.9,12.1,12.4,16,Debre Elias
2019,7,22,5.4,19.7,12.2,11.7,15.95,Debre Elias
2019,7,23,0.7,20.9,12.2,14.5,16.55,Debre Elias
2019,7,24,20.8,18.8,12.3,9.2,15.55,Debre Elias
2019,7,25,1.2,18.5,12,9.3,15.25,Debre Elias
2019,7,26,3.6,19.7,11.5,13.4,15.6,Debre Elias
2019,7,27,0,20.4,11.4,15.1,15.9,Debre Elias
2019,7,28,0.1,21.5,12.2,15.8,16.85,Debre Elias
2019,7,29,3,21.7,12.1,16.2,16.9,Debre Elias
2019,7,30,3.6,21.6,12.3,15.9,16.95,Debre Elias
2019,7,31,26.1,20,12.7,11.3,16.35,Debre Elias
2019,8,1,98.5,18.1,12.3,7.8,15.2,Debre Elias
2019,8,2,3.6,16.7,10.8,8,13.75,Debre Elias
2019,8,3,0,21.1,8.9,21.1,15,Debre Elias
2019,8,4,0,18.7,10.7,12.7,14.7,Debre Elias
2019,8,5,0,21.6,11.5,17.5,16.55,Debre Elias
2019,8,6,6.1,19.2,12.5,9.9,15.85,Debre Elias
2019,8,7,0.3,20.4,11.4,15.2,15.9,Debre Elias
2019,8,8,2.2,22.1,11.3,18.9,16.7,Debre Elias
2019,8,9,13.1,18.2,11.7,9.5,14.95,Debre Elias
2019,8,10,0.1,20,10.5,16.4,15.25,Debre Elias
2019,8,11,51.8,17.6,12.3,6.6,14.95,Debre Elias
2019,8,12,84,17.6,12.3,6.7,14.95,Debre Elias
2019,8,13,46.8,16,11.7,4.6,13.85,Debre Elias
2019,8,14,0,17.2,10.4,10.2,13.8,Debre Elias
2019,8,15,0.3,21.4,10.3,19.4,15.85,Debre Elias
2019,8,16,10.5,18.8,11.5,11.4,15.15,Debre Elias
2019,8,17,3.2,20.7,10.4,18,15.55,Debre Elias
2019,8,18,6.8,18.5,11.9,9.6,15.2,Debre Elias
2019,8,19,0,20.4,10.2,17.9,15.3,Debre Elias
2019,8,20,1.5,20.1,11.4,14.7,15.75,Debre Elias
2019,8,21,0,21.3,11.6,16.7,16.45,Debre Elias
2019,8,22,0.2,22.5,11.6,19.4,17.05,Debre Elias
2019,8,23,14.5,21.2,12.5,14.7,16.85,Debre Elias
2019,8,24,30.1,20.5,12.3,13.5,16.4,Debre Elias
2019,8,25,19.1,18.3,11.3,10.8,14.8,Debre Elias
2019,8,26,0,20.4,10.5,17.3,15.45,Debre Elias
2019,8,27,0.3,19.4,11,14,15.2,Debre Elias
2019,8,28,10.8,19,11,13.1,15,Debre Elias
2019,8,29,10.7,19.4,11.7,12.3,15.55,Debre Elias
2019,8,30,14.7,20.1,11.1,15.2,15.6,Debre Elias
2019,8,31,24.6,19.7,12,12.3,15.85,Debre Elias
2019,9,1,5.8,20.5,11.7,14.9,16.1,Debre Elias
2019,9,2,0.7,21.4,11.1,18.2,16.25,Debre Elias
2019,9,3,1.4,21.3,11.3,17.5,16.3,Debre Elias
2019,9,4,24.4,21.8,11.1,19.1,16.45,Debre Elias
2019,9,5,1.3,20.8,12,15,16.4,Debre Elias
2019,9,6,1.3,21.1,11.4,17,16.25,Debre Elias
2019,9,7,32.4,20.4,12,14,16.2,Debre Elias
2019,9,8,6.2,19.9,12.1,12.6,16,Debre Elias
2019,9,9,0.2,22.7,10.8,21.3,16.75,Debre Elias
2019,9,10,6.5,20.7,10.8,17.5,15.75,Debre Elias
2019,9,11,13.8,20.9,11,17.3,15.95,Debre Elias
2019,9,12,12.4,19,11.5,11.9,15.25,Debre Elias
2019,9,13,5.1,19.6,10.9,14.8,15.25,Debre Elias
2019,9,14,12.2,20.1,11.2,15.2,15.65,Debre Elias
2019,9,15,0,21.1,10.7,18.5,15.9,Debre Elias
2019,9,16,5.6,21.7,10.5,20.3,16.1,Debre Elias
2019,9,17,3.4,21.8,11.5,18.3,16.65,Debre Elias
2019,9,18,10.6,21,11.6,16.4,16.3,Debre Elias
2019,9,19,3.2,20.5,11.4,15.8,15.95,Debre Elias
2019,9,20,1.2,20.4,11.2,15.8,15.8,Debre Elias
2019,9,21,0.2,21.4,11.2,18.1,16.3,Debre Elias
2019,9,22,0,22.2,9.9,22.1,16.05,Debre Elias
2019,9,23,0,21.9,9.1,23,15.5,Debre Elias
2019,9,24,0,21.1,9.1,21.6,15.1,Debre Elias
2019,9,25,0,23.2,10.8,22.3,17,Debre Elias
2019,9,26,0.5,24.2,10.5,24.2,17.35,Debre Elias
2019,9,27,0,23.1,10.6,22.5,16.85,Debre Elias
2019,9,28,0,22.6,9.3,23.7,15.95,Debre Elias
2019,9,29,4.6,20.3,9.8,18.8,15.05,Debre Elias
2019,9,30,0,22.5,9.1,23.8,15.8,Debre Elias
2019,10,1,0.5,22.1,10.5,21.1,16.3,Debre Elias
2019,10,2,3.2,21,11.1,17.7,16.05,Debre Elias
2019,10,3,6.1,20.6,11.5,15.6,16.05,Debre Elias
2019,10,4,0,22.2,10.8,20.5,16.5,Debre Elias
2019,10,5,0,23,10.2,23,16.6,Debre Elias
2019,10,6,0,22.9,10,23,16.45,Debre Elias
2019,10,7,0,22.9,9,24.5,15.95,Debre Elias
2019,10,8,0,22.4,11.1,20.3,16.75,Debre Elias
2019,10,9,0,23.7,10.8,23.2,17.25,Debre Elias
2019,10,10,0,23.7,9.6,24.8,16.65,Debre Elias
2019,10,11,0.1,24.4,10.1,25,17.25,Debre Elias
2019,10,12,0.3,22.6,11.7,19.6,17.15,Debre Elias
2019,10,13,0.3,23,11.5,20.8,17.25,Debre Elias
2019,10,14,0.6,23.1,12.1,19.8,17.6,Debre Elias
2019,10,15,0,23,11.6,20.6,17.3,Debre Elias
2019,10,16,0.3,23.5,11.5,21.7,17.5,Debre Elias
2019,10,17,0.1,23.5,12.4,19.9,17.95,Debre Elias
2019,10,18,2.3,22.1,11.7,18.7,16.9,Debre Elias
2019,10,19,1.9,23.5,12.2,20.3,17.85,Debre Elias
2019,10,20,0,24,12.3,21,18.15,Debre Elias
2019,10,21,0,24.1,12,21.8,18.05,Debre Elias
2019,10,22,0.3,23.3,11.8,20.7,17.55,Debre Elias
2019,10,23,0.9,23.8,11.9,21.4,17.85,Debre Elias
2019,10,24,4.4,22.7,11.5,20.1,17.1,Debre Elias
2019,10,25,17.2,21.2,11.6,17,16.4,Debre Elias
2019,10,26,4.4,22.2,11.3,19.7,16.75,Debre Elias
2019,10,27,0,23.1,11.2,21.4,17.15,Debre Elias
2019,10,28,0,23.8,10.8,23.2,17.3,Debre Elias
2019,10,29,0,23.9,11.2,22.6,17.55,Debre Elias
2019,10,30,0,23.1,11,21.5,17.05,Debre Elias
2019,10,31,0,23.7,11.8,21.4,17.75,Debre Elias
2019,11,1,0.7,23.5,11.7,21.1,17.6,Debre Elias
2019,11,2,3.6,22.4,11.6,19.2,17,Debre Elias
2019,11,3,0,22,11.5,18.8,16.75,Debre Elias
2019,11,4,8.8,21.7,11.2,18.8,16.45,Debre Elias
2019,11,5,6,22,11,19.6,16.5,Debre Elias
2019,11,6,10.4,21.6,11,18.7,16.3,Debre Elias
2019,11,7,14.8,21.4,11,18.6,16.2,Debre Elias
2019,11,8,3.8,20.8,11,17.4,15.9,Debre Elias
2019,11,9,3.4,22,10.9,19.8,16.45,Debre Elias
2019,11,10,1.4,22.6,11.1,20.6,16.85,Debre Elias
2019,11,11,2.9,21.3,11.4,17.4,16.35,Debre Elias
2019,11,12,1.3,21.4,11.2,18,16.3,Debre Elias
2019,11,13,1.8,22.1,11,19.7,16.55,Debre Elias
2019,11,14,0.2,22.5,10.9,20.7,16.7,Debre Elias
2019,11,15,17.2,20.5,11.4,15.6,15.95,Debre Elias
2019,11,16,0,22.1,10.7,20.3,16.4,Debre Elias
2019,11,17,0,22.4,11,20.3,16.7,Debre Elias
2019,11,18,1.3,22.2,11.2,19.6,16.7,Debre Elias
2019,11,19,10.1,20.3,11.5,14.8,15.9,Debre Elias
2019,11,20,5.1,21.3,10.5,19.2,15.9,Debre Elias
2019,11,21,8.8,20,11.1,15.1,15.55,Debre Elias
2019,11,22,0.6,21.7,10.5,19.8,16.1,Debre Elias
2019,11,23,1.7,21.8,10.6,19.9,16.2,Debre Elias
2019,11,24,0,20.4,11.1,16,15.75,Debre Elias
2019,11,25,0.6,21.6,10,20.5,15.8,Debre Elias
2019,11,26,0.6,20.8,10.5,18,15.65,Debre Elias
2019,11,27,0,22.7,10.7,21.2,16.7,Debre Elias
2019,11,28,0.3,22.1,10.9,19.7,16.5,Debre Elias
2019,11,29,0,21.4,10.9,18.5,16.15,Debre Elias
2019,11,30,2,20.4,11.1,15.9,15.75,Debre Elias
2019,12,1,0,22.5,9.9,22.1,16.2,Debre Elias
2019,12,2,0,22.4,10.4,21.1,16.4,Debre Elias
2019,12,3,0.1,21.5,10.7,19.1,16.1,Debre Elias
2019,12,4,0,21.3,10.3,19.5,15.8,Debre Elias
2019,12,5,0,21.7,9.8,20.9,15.75,Debre Elias
2019,12,6,0,21.7,9.3,21.7,15.5,Debre Elias
2019,12,7,0,22.4,10.4,21,16.4,Debre Elias
2019,12,8,0,22.5,10,21.7,16.25,Debre Elias
2019,12,9,0,20.5,10.7,16.9,15.6,Debre Elias
2019,12,10,0,21.1,9.3,20.7,15.2,Debre Elias
2019,12,11,0,22,8.6,23.2,15.3,Debre Elias
2019,12,12,0,21.5,8.5,22.6,15,Debre Elias
2019,12,13,0,22.1,9.4,22.2,15.75,Debre Elias
2019,12,14,0,22.4,9.4,22.6,15.9,Debre Elias
2019,12,15,0,21.4,10.5,19.2,15.95,Debre Elias
2019,12,16,0.6,20.3,10.2,17.6,15.25,Debre Elias
2019,12,17,0,19.4,8.7,18.7,14.05,Debre Elias
2019,12,18,0,20.1,7.4,22.1,13.75,Debre Elias
2019,12,19,0,21.9,8.1,23.6,15,Debre Elias
2019,12,20,0,22,8.9,22.6,15.45,Debre Elias
2019,12,21,0,21.8,9.7,21.2,15.75,Debre Elias
2019,12,22,0,22.4,8.9,23.2,15.65,Debre Elias
2019,12,23,0,22.4,9.2,22.8,15.8,Debre Elias
2019,12,24,0,22.2,9.5,22.1,15.85,Debre Elias
2019,12,25,0,22.5,9.2,22.9,15.85,Debre Elias
2019,12,26,0,22.7,8,24.5,15.35,Debre Elias
2019,12,27,0,22.5,7.9,24.5,15.2,Debre Elias
2019,12,28,0,22.4,7.5,24.7,14.95,Debre Elias
2019,12,29,0,22.7,9,23.4,15.85,Debre Elias
