year,month,day,rain,tmax,tmin,srad,Tmean,district
2019,12,30,0,24.3,10.9,23.1,17.6,Debre Elias
2019,12,31,0,22.4,9.4,22.6,15.9,Debre Elias
2020,1,1,0,24.4,9.9,24.4,17.15,Debre Elias
2020,1,2,0,25.3,10.8,24.4,18.05,Debre Elias
2020,1,3,0,24.9,10.4,24.4,17.65,Debre Elias
2020,1,4,0,24.6,9.1,25.3,16.85,Debre Elias
2020,1,5,0,24.6,9.4,25.2,17,Debre Elias
2020,1,6,0,25.9,11.8,24,18.85,Debre Elias
2020,1,7,0,24.4,10.9,23.3,17.65,Debre Elias
2020,1,8,0,25,11.3,23.7,18.15,Debre Elias
2020,1,9,0,24.3,10.9,23.2,17.6,Debre Elias
2020,1,10,0,24.6,11.1,23.5,17.85,Debre Elias
2020,1,11,0.3,24.5,11.9,22.1,18.2,Debre Elias
2020,1,12,0.1,23.4,11.2,21.5,17.3,Debre Elias
2020,1,13,0.5,23.6,11.4,21.7,17.5,Debre Elias
2020,1,14,2.1,22.4,11.3,19.6,16.85,Debre Elias
2020,1,15,0.6,23.1,10.9,21.6,17,Debre Elias
2020,1,16,0,22.2,11.4,19,16.8,Debre Elias
2020,1,17,0,24.2,10.7,23.5,17.45,Debre Elias
2020,1,18,0,25.1,10.6,24.7,17.85,Debre Elias
2020,1,19,0,25,10.5,24.7,17.75,Debre Elias
2020,1,20,0,25.7,11,24.9,18.35,Debre Elias
2020,1,21,0.6,23.5,10.9,22.4,17.2,Debre Elias
2020,1,22,1,23.8,10.6,23.1,17.2,Debre Elias
2020,1,23,0,21.9,10.8,19.7,16.35,Debre Elias
2020,1,24,5.8,21.2,10.5,19.1,15.85,Debre Elias
2020,1,25,0,22.6,10.6,21.5,16.6,Debre Elias
2020,1,26,0,22.1,11.4,19.1,16.75,Debre Elias
2020,1,27,0,23,10.6,22.2,16.8,Debre Elias
2020,1,28,0,24.1,10.7,23.5,17.4,Debre Elias
2020,1,29,0,24.5,11.7,22.7,18.1,Debre Elias
2020,1,30,1.3,23.1,11.6,20.6,17.35,Debre Elias
2020,1,31,1.3,24.1,11.2,22.9,17.65,Debre Elias
2020,2,1,0,23.2,11.1,21.8,17.15,Debre Elias
2020,2,2,0,21.4,11.2,18.2,16.3,Debre Elias
2020,2,3,1.7,22.5,10.7,21.2,16.6,Debre Elias
2020,2,4,10.2,20.4,10.9,16.6,15.65,Debre Elias
2020,2,5,7.5,21.8,10.6,20,16.2,Debre Elias
2020,2,6,1.3,23.2,11.1,21.7,17.15,Debre Elias
2020,2,7,7.7,21.3,11,18.3,16.15,Debre Elias
2020,2,8,0.2,22.3,10.3,21.7,16.3,Debre Elias
2020,2,9,0,22.7,11.2,20.8,16.95,Debre Elias
2020,2,10,0,23.4,10.8,22.6,17.1,Debre Elias
2020,2,11,1.5,24,11.4,22.7,17.7,Debre Elias
2020,2,12,2.2,22.2,11,20.2,16.6,Debre Elias
2020,2,13,2.9,21.9,10.6,20.4,16.25,Debre Elias
2020,2,14,0,23.4,9.4,24.6,16.4,Debre Elias
2020,2,15,0,24.3,8.8,26.3,16.55,Debre Elias
2020,2,16,0,24.2,8.1,26.9,16.15,Debre Elias
2020,2,17,0,24.3,8.8,26.3,16.55,Debre Elias
2020,2,18,2.8,22.7,10.9,21.4,16.8,Debre Elias
2020,2,19,0,22.8,11.4,20.7,17.1,Debre Elias
2020,2,20,11.7,22,11.6,18.8,16.8,Debre Elias
2020,2,21,0.8,21.4,10.8,19,16.1,Debre Elias
2020,2,22,0,23.9,10.3,24.2,17.1,Debre Elias
2020,2,23,0,24.1,9.5,25.5,16.8,Debre Elias
2020,2,24,0,24.3,8.6,26.6,16.45,Debre Elias
2020,2,25,0,24.1,8.3,26.7,16.2,Debre Elias
2020,2,26,0,24.5,8,27.3,16.25,Debre Elias
2020,2,27,0,25,8.8,27.1,16.9,Debre Elias
2020,2,28,0,25.1,9,27.1,17.05,Debre Elias
2020,3,1,0,26.2,8,28.4,17.1,Debre Elias
2020,3,2,0,26,9.5,27.4,17.75,Debre Elias
2020,3,3,0,26.3,8.9,28,17.6,Debre Elias
2020,3,4,0,25.4,7.5,28.3,16.45,Debre Elias
2020,3,5,0,25.6,7.6,28.3,16.6,Debre Elias
2020,3,6,0,25.6,8.7,27.7,17.15,Debre Elias
2020,3,7,0,26,9.2,27.6,17.6,Debre Elias
2020,3,8,0,26.3,11.2,26.2,18.75,Debre Elias
2020,3,9,0,27.8,13.9,24.7,20.85,Debre Elias
2020,3,10,0,27.7,12.5,26.3,20.1,Debre Elias
2020,3,11,0,28.2,11.5,27.5,19.85,Debre Elias
2020,3,12,0,25.9,11.7,25.1,18.8,Debre Elias
2020,3,13,0,27.1,12.8,25.2,19.95,Debre Elias
2020,3,14,0,27.9,12.9,26,20.4,Debre Elias
2020,3,15,0,27.3,11.8,26.5,19.55,Debre Elias
2020,3,16,0,26.8,11.9,25.9,19.35,Debre Elias
2020,3,17,0.8,25.6,13.2,22.5,19.4,Debre Elias
2020,3,18,2.9,26.6,14,22.7,20.3,Debre Elias
2020,3,19,1.9,26.1,13.4,23,19.75,Debre Elias
2020,3,20,1.7,25,13.3,21.2,19.15,Debre Elias
2020,3,21,0.6,25.1,12.8,22.4,18.95,Debre Elias
2020,3,22,4.5,24.4,12.5,21.5,18.45,Debre Elias
2020,3,23,4.7,23.6,13.3,18.4,18.45,Debre Elias
2020,3,24,10.6,21.7,12,17.1,16.85,Debre Elias
2020,3,25,12.3,22.3,12.3,17.8,17.3,Debre Elias
2020,3,26,4.3,23.2,11.6,21.1,17.4,Debre Elias
2020,3,27,3.7,23.6,12,21,17.8,Debre Elias
2020,3,28,1.2,24.3,11.1,23.6,17.7,Debre Elias
2020,3,29,1.8,24.3,11.5,23,17.9,Debre Elias
2020,3,30,2.6,24.2,12.2,21.6,18.2,Debre Elias
2020,3,31,9.3,22.3,13,16.2,17.65,Debre Elias
2020,4,1,0,25.6,12,24.2,18.8,Debre Elias
2020,4,2,0,25.8,11.9,24.6,18.85,Debre Elias
2020,4,3,0,24.1,11.7,22.3,17.9,Debre Elias
2020,4,4,0,26.2,12,24.9,19.1,Debre Elias
2020,4,5,0,26.2,13.4,23.1,19.8,Debre Elias
2020,4,6,0,28.1,12.4,26.4,20.25,Debre Elias
2020,4,7,0,28.6,11.3,27.5,19.95,Debre Elias
2020,4,8,0,28,10.5,27.6,19.25,Debre Elias
2020,4,9,0,27.3,13.3,24.6,20.3,Debre Elias
2020,4,10,0,28.6,13.4,25.8,21,Debre Elias
2020,4,11,0,29,13.3,26.2,21.15,Debre Elias
2020,4,12,0,28.3,13.9,25,21.1,Debre Elias
2020,4,13,0,30,13.3,26.9,21.65,Debre Elias
2020,4,14,0,30.2,13,27.2,21.6,Debre Elias
2020,4,15,0,30.6,12.7,27.5,21.65,Debre Elias
2020,4,16,0.2,26.4,13.2,23.3,19.8,Debre Elias
2020,4,17,0,29.2,13.4,26.2,21.3,Debre Elias
2020,4,18,3.5,25.1,13.3,20.9,19.2,Debre Elias
2020,4,19,4.4,24.2,13.2,19.7,18.7,Debre Elias
2020,4,20,6,23.9,13.9,17.6,18.9,Debre Elias
2020,4,21,1.9,25.6,13,22.3,19.3,Debre Elias
2020,4,22,0.9,25.3,13.4,21.2,19.35,Debre Elias
2020,4,23,0,26.2,12.1,24.2,19.15,Debre Elias
2020,4,24,0.2,26.2,12.1,24.2,19.15,Debre Elias
2020,4,25,0,27.1,13.6,23.6,20.35,Debre Elias
2020,4,26,0,26.6,12.8,23.9,19.7,Debre Elias
2020,4,27,0,27.9,13.1,24.8,20.5,Debre Elias
2020,4,28,0,26.5,11.8,24.7,19.15,Debre Elias
2020,4,29,0,27.2,11.9,25.3,19.55,Debre Elias
2020,4,30,0,26.6,11.5,25.1,19.05,Debre Elias
2020,5,1,0,27,10.8,25.9,18.9,Debre Elias
2020,5,2,0,25.2,12,22.9,18.6,Debre Elias
2020,5,3,0.6,26.4,13.9,21.9,20.15,Debre Elias
2020,5,4,0.1,25.8,14.3,20.2,20.05,Debre Elias
2020,5,5,0.3,26.1,14,21.2,20.05,Debre Elias
2020,5,6,0.7,24.1,13.6,18.4,18.85,Debre Elias
2020,5,7,0,27.5,13.7,23.5,20.6,Debre Elias
2020,5,8,0,26.8,12.8,23.8,19.8,Debre Elias
2020,5,9,0,29,14.7,24,21.85,Debre Elias
2020,5,10,0.2,27.9,13.3,24.2,20.6,Debre Elias
2020,5,11,0,29,12.4,25.8,20.7,Debre Elias
2020,5,12,0,29.7,13.3,25.6,21.5,Debre Elias
2020,5,13,0,30.3,12,26.5,21.15,Debre Elias
2020,5,14,0,27.8,10.8,25.9,19.3,Debre Elias
2020,5,15,0,30.1,10.1,26.9,20.1,Debre Elias
2020,5,16,0,28.8,10.6,26.3,19.7,Debre Elias
2020,5,17,0,30,9.6,26.8,19.8,Debre Elias
2020,5,18,0,29.1,9.9,26.5,19.5,Debre Elias
2020,5,19,0,27.3,12.7,23.9,20,Debre Elias
2020,5,20,0,27.7,11.9,24.9,19.8,Debre Elias
2020,5,21,0,27.2,10.7,25.3,18.95,Debre Elias
2020,5,22,0,26.8,12,24,19.4,Debre Elias
2020,5,23,0.4,25.7,12.3,22.6,19,Debre Elias
2020,5,24,0.4,23.7,12.6,19.1,18.15,Debre Elias
2020,5,25,0,22.2,12.2,17.2,17.2,Debre Elias
2020,5,26,1,22.4,12.3,17.4,17.35,Debre Elias
2020,5,27,0.6,23.2,13.1,17.3,18.15,Debre Elias
2020,5,28,2.9,22.5,13.3,15.4,17.9,Debre Elias
2020,5,29,0.4,24.6,12.6,20.5,18.6,Debre Elias
2020,5,30,0.7,25.3,12,22.3,18.65,Debre Elias
2020,5,31,0.3,24.1,13.1,18.9,18.6,Debre Elias
2020,6,1,3.2,23.8,12.7,19.1,18.25,Debre Elias
2020,6,2,0.8,23.7,12.1,19.9,17.9,Debre Elias
2020,6,3,0,25.7,11.9,22.8,18.8,Debre Elias
2020,6,4,0.1,24.3,11.7,21.4,18,Debre Elias
2020,6,5,28.1,21.6,13.1,13.7,17.35,Debre Elias
2020,6,6,0.4,23.7,11.5,20.7,17.6,Debre Elias
2020,6,7,0.3,23,11.1,20.3,17.05,Debre Elias
2020,6,8,5.4,20.9,10.9,17.1,15.9,Debre Elias
2020,6,9,9,20.2,11.5,14.3,15.85,Debre Elias
2020,6,10,2.6,20.9,11.9,15,16.4,Debre Elias
2020,6,11,22.5,20.5,11.6,14.8,16.05,Debre Elias
2020,6,12,12.1,18.3,10.9,11.5,14.6,Debre Elias
2020,6,13,0.3,20.2,9.8,17.8,15,Debre Elias
2020,6,14,0.9,19.7,10.3,15.7,15,Debre Elias
2020,6,15,2.8,19.1,10.9,13.1,15,Debre Elias
2020,6,16,2,19.3,10.3,14.8,14.8,Debre Elias
2020,6,17,0,19.8,9.6,17.4,14.7,Debre Elias
2020,6,18,0.6,20.9,9.7,19.1,15.3,Debre Elias
2020,6,19,8.4,19.3,12.3,10.3,15.8,Debre Elias
2020,6,20,6.8,19.8,11.4,13.6,15.6,Debre Elias
2020,6,21,0.1,21.1,9.8,19.3,15.45,Debre Elias
2020,6,22,0.2,21.4,11.3,17,16.35,Debre Elias
2020,6,23,12.2,23.7,11.9,20,17.8,Debre Elias
2020,6,24,0,26.1,11.5,23.4,18.8,Debre Elias
2020,6,25,0,26.7,12.3,23.2,19.5,Debre Elias
2020,6,26,2.6,23.8,12.3,19.6,18.05,Debre Elias
2020,6,27,0,24.1,12.8,19.3,18.45,Debre Elias
2020,6,28,1.2,21.4,13.1,13.4,17.25,Debre Elias
2020,6,29,1.4,21.6,11.9,16.4,16.75,Debre Elias
2020,6,30,1.3,21.4,11.8,16.2,16.6,Debre Elias
2020,7,1,4.9,20.2,12.6,11.9,16.4,Debre Elias
2020,7,2,0,22.3,10.1,20.7,16.2,Debre Elias
2020,7,3,0,23.4,11.1,20.8,17.25,Debre Elias
2020,7,4,0.5,21.9,12.3,16.2,17.1,Debre Elias
2020,7,5,1.4,20.9,13.1,12.3,17,Debre Elias
2020,7,6,2.1,22.3,12.7,16.1,17.5,Debre Elias
2020,7,7,4.3,20.1,13.1,10.4,16.6,Debre Elias
2020,7,8,24.9,18.7,13,7.5,15.85,Debre Elias
2020,7,9,66.5,18.3,12.6,7.3,15.45,Debre Elias
2020,7,10,0.1,18.4,11.7,9.7,15.05,Debre Elias
2020,7,11,5.5,19,11.1,12.5,15.05,Debre Elias
2020,7,12,0,21,11.5,16,16.25,Debre Elias
2020,7,13,0.5,19.9,11.8,13,15.85,Debre Elias
2020,7,14,0.6,21.5,11.3,17.5,16.4,Debre Elias
2020,7,15,1.1,21.1,12,15.1,16.55,Debre Elias
2020,7,16,1.6,22.7,12,18.5,17.35,Debre Elias
2020,7,17,3.3,22.8,11.8,18.9,17.3,Debre Elias
2020,7,18,0.1,22.9,12.2,18.4,17.55,Debre Elias
2020,7,19,23,21.9,12.8,15,17.35,Debre Elias
2020,7,20,0.7,22,12.5,16.1,17.25,Debre Elias
2020,7,21,50.9,21.8,12.6,15.4,17.2,Debre Elias
2020,7,22,26.6,21.8,13.2,14.1,17.5,Debre Elias
2020,7,23,11.5,21.1,13.2,12.7,17.15,Debre Elias
2020,7,24,18.9,20.9,12.9,12.8,16.9,Debre Elias
2020,7,25,7.2,19.8,13.1,9.9,16.45,Debre Elias
2020,7,26,1.4,20.8,12.3,14,16.55,Debre Elias
2020,7,27,3.9,18.6,12.2,9.1,15.4,Debre Elias
2020,7,28,6,19.7,11.6,13.2,15.65,Debre Elias
2020,7,29,14.9,18.3,12.1,8.7,15.2,Debre Elias
2020,7,30,0,21.9,10,20.5,15.95,Debre Elias
2020,7,31,0.2,21.4,12.5,14.9,16.95,Debre Elias
2020,8,1,7.3,23.7,11.9,20.4,17.8,Debre Elias
2020,8,2,5.9,23.1,13.9,15.6,18.5,Debre Elias
2020,8,3,0.2,24.1,11.8,21.2,17.95,Debre Elias
2020,8,4,1.8,23,12.8,17.7,17.9,Debre Elias
2020,8,5,0,24.4,10.7,23.3,17.55,Debre Elias
2020,8,6,1.9,22.6,13.1,16.3,17.85,Debre Elias
2020,8,7,11.2,21.2,13,13.4,17.1,Debre Elias
2020,8,8,6.3,19.4,12.7,9.8,16.05,Debre Elias
2020,8,9,0.2,22.3,10.3,20.9,16.3,Debre Elias
2020,8,10,0.1,23.1,11.3,20.6,17.2,Debre Elias
2020,8,11,0.5,23.5,11.2,21.5,17.35,Debre Elias
2020,8,12,10,21.8,13,14.7,17.4,Debre Elias
2020,8,13,3,21.5,12.6,14.9,17.05,Debre Elias
2020,8,14,26.1,20.7,12.6,13.3,16.65,Debre Elias
2020,8,15,62.4,18,12.6,6.9,15.3,Debre Elias
2020,8,16,27.2,21.2,10.9,17.9,16.05,Debre Elias
2020,8,17,7.6,18.9,12.5,9.1,15.7,Debre Elias
2020,8,18,11.4,20.8,11.2,16.6,16,Debre Elias
2020,8,19,1,21.2,11.2,17.4,16.2,Debre Elias
2020,8,20,0.3,21.1,10.8,18.1,15.95,Debre Elias
2020,8,21,10.1,20,12.4,12.2,16.2,Debre Elias
2020,8,22,53.7,18.1,12.7,7,15.4,Debre Elias
2020,8,23,12,17.9,11.6,9.2,14.75,Debre Elias
2020,8,24,8.6,19.4,10.9,14.2,15.15,Debre Elias
2020,8,25,0.6,19.6,11,14.4,15.3,Debre Elias
2020,8,26,0,21.4,10.1,20.2,15.75,Debre Elias
2020,8,27,6.4,20.6,11.6,15.5,16.1,Debre Elias
2020,8,28,2,19.3,12.2,11,15.75,Debre Elias
2020,8,29,6.3,19.8,11.2,14.4,15.5,Debre Elias
2020,8,30,26.1,18.8,11.9,10.6,15.35,Debre Elias
2020,8,31,0,21,10.6,18.3,15.8,Debre Elias
2020,9,1,0.7,22.9,11.9,19.6,17.4,Debre Elias
2020,9,2,7.7,21,11.7,16.1,16.35,Debre Elias
2020,9,3,76.5,18.5,12.1,9.4,15.3,Debre Elias
2020,9,4,1.9,21.6,10.3,20.3,15.95,Debre Elias
2020,9,5,2.7,21,11.8,16,16.4,Debre Elias
2020,9,6,0,23.4,11,22.1,17.2,Debre Elias
2020,9,7,0,23.6,10.2,23.6,16.9,Debre Elias
2020,9,8,0,22.3,11.3,19.6,16.8,Debre Elias
2020,9,9,0,22.1,10.9,20,16.5,Debre Elias
2020,9,10,1.2,21.5,11.8,17,16.65,Debre Elias
2020,9,11,0.8,21.2,11.1,17.9,16.15,Debre Elias
2020,9,12,0.1,21.1,11.2,17.4,16.15,Debre Elias
2020,9,13,0.2,22.1,11.6,18.7,16.85,Debre Elias
2020,9,14,0.1,23.9,12.3,20.7,18.1,Debre Elias
2020,9,15,0,25.2,11.9,23.6,18.55,Debre Elias
2020,9,16,0.4,23,12.4,18.9,17.7,Debre Elias
2020,9,17,0.3,24,13.5,18.8,18.75,Debre Elias
2020,9,18,0,24.3,12.6,21.1,18.45,Debre Elias
2020,9,19,0.3,24.7,12.5,21.8,18.6,Debre Elias
2020,9,20,0,24,13.3,19.2,18.65,Debre Elias
2020,9,21,22.1,21.7,12.1,16.7,16.9,Debre Elias
2020,9,22,10.3,20.7,11.2,16.6,15.95,Debre Elias
2020,9,23,18.1,20.5,11.2,16.2,15.85,Debre Elias
2020,9,24,53.3,19.2,11.6,12,15.4,Debre Elias
2020,9,25,3.2,21.2,11.2,17.7,16.2,Debre Elias
2020,9,26,0,22.5,11.5,19.7,17,Debre Elias
2020,9,27,0,24.1,11.8,22.1,17.95,Debre Elias
2020,9,28,0,24.3,13.2,20.1,18.75,Debre Elias
2020,9,29,0,26.2,14.4,21.2,20.3,Debre Elias
2020,9,30,0,26.1,12.7,23.9,19.4,Debre Elias
2020,10,1,0,24.5,11,24,17.75,Debre Elias
2020,10,2,0,24.2,11.3,23,17.75,Debre Elias
2020,10,3,0,24.1,11.1,23.2,17.6,Debre Elias
2020,10,4,0,24.9,12.3,22.7,18.6,Debre Elias
2020,10,5,0,25.1,10.6,25.2,17.85,Debre Elias
2020,10,6,0,25,12.8,22,18.9,Debre Elias
2020,10,7,0.8,23.8,13.1,19.3,18.45,Debre Elias
2020,10,8,1.5,22.6,12.1,18.8,17.35,Debre Elias
2020,10,9,8.3,20.8,12.2,14.6,16.5,Debre Elias
2020,10,10,1,21.1,12.2,15.2,16.65,Debre Elias
2020,10,11,0.9,24,13.2,19.5,18.6,Debre Elias
2020,10,12,0.2,23.9,13,19.6,18.45,Debre Elias
2020,10,13,2.2,24.7,13.4,20.5,19.05,Debre Elias
2020,10,14,35.4,20.2,12.5,12.5,16.35,Debre Elias
2020,10,15,4.3,22.2,12.4,17.4,17.3,Debre Elias
2020,10,16,31.2,20.4,12.5,13,16.45,Debre Elias
2020,10,17,5,21.1,12,15.8,16.55,Debre Elias
2020,10,18,11.5,20.2,12.4,12.6,16.3,Debre Elias
2020,10,19,3.8,21.6,11.9,17,16.75,Debre Elias
2020,10,20,2.9,21.9,12.3,17,17.1,Debre Elias
2020,10,21,1.3,21,12.1,15.2,16.55,Debre Elias
2020,10,22,4.6,22,11.7,18.5,16.85,Debre Elias
2020,10,23,7.7,21,12.1,15.3,16.55,Debre Elias
2020,10,24,1.7,22.2,11.7,18.6,16.95,Debre Elias
2020,10,25,0.2,23.2,12,20,17.6,Debre Elias
2020,10,26,0.3,23.4,11.8,20.8,17.6,Debre Elias
2020,10,27,0,23.6,11.8,21.2,17.7,Debre Elias
2020,10,28,0,24.4,12.2,21.9,18.3,Debre Elias
2020,10,29,2.3,21.7,12.3,16.3,17,Debre Elias
2020,10,30,1.3,22.7,12.1,18.9,17.4,Debre Elias
2020,10,31,6.1,20.8,12,15,16.4,Debre Elias
2020,11,1,8.7,22.2,11.5,19,16.85,Debre Elias
2020,11,2,22.8,21.6,11.8,17.3,16.7,Debre Elias
2020,11,3,0,22.2,11.4,19.3,16.8,Debre Elias
2020,11,4,1,23,11.4,20.7,17.2,Debre Elias
2020,11,5,5.3,21.7,12,16.8,16.85,Debre Elias
2020,11,6,14.2,21.5,12.1,16.3,16.8,Debre Elias
2020,11,7,10.9,22.4,11.7,19,17.05,Debre Elias
2020,11,8,1,23,11.3,20.8,17.15,Debre Elias
2020,11,9,0.9,22.7,11.7,19.7,17.2,Debre Elias
2020,11,10,10.8,21.7,11.6,17.8,16.65,Debre Elias
2020,11,11,0.8,22.9,11.4,20.4,17.15,Debre Elias
2020,11,12,0.1,24.4,12.3,21.5,18.35,Debre Elias
2020,11,13,0.4,23.4,11.6,21,17.5,Debre Elias
2020,11,14,0,24.1,11.4,22.4,17.75,Debre Elias
2020,11,15,0.1,24.8,12.1,22.4,18.45,Debre Elias
2020,11,16,0,24.4,12.1,21.7,18.25,Debre Elias
2020,11,17,0,25.3,12.4,22.6,18.85,Debre Elias
2020,11,18,0,26.8,12.7,24.2,19.75,Debre Elias
2020,11,19,0,26,11.8,24.4,18.9,Debre Elias
2020,11,20,0,26,11.4,24.8,18.7,Debre Elias
2020,11,21,0,25,10.7,24.4,17.85,Debre Elias
2020,11,22,0,26.3,10.4,25.9,18.35,Debre Elias
2020,11,23,0,26.4,10.8,25.6,18.6,Debre Elias
2020,11,24,0,26.3,10.8,25.5,18.55,Debre Elias
2020,11,25,0,25.9,10.7,25.2,18.3,Debre Elias
2020,11,26,0,27.1,11.8,25.3,19.45,Debre Elias
2020,11,27,0,27.4,10.7,26.3,19.05,Debre Elias
2020,11,28,0,27.2,10.3,26.5,18.75,Debre Elias
2020,11,29,0,25.9,11,24.9,18.45,Debre Elias
2020,11,30,0,26.8,12.6,24.1,19.7,Debre Elias
2020,12,1,0,27,13,23.9,20,Debre Elias
2020,12,2,0,27.1,12.6,24.5,19.85,Debre Elias
2020,12,3,0,27.3,11.8,25.4,19.55,Debre Elias
2020,12,4,0,27.5,12.7,24.7,20.1,Debre Elias
2020,12,5,0,25.6,10.6,24.9,18.1,Debre Elias
2020,12,6,0,26.1,9.8,25.9,17.95,Debre Elias
2020,12,7,0,25.5,8.7,26.2,17.1,Debre Elias
2020,12,8,0,25.2,9.6,25.3,17.4,Debre Elias
2020,12,9,0,25.6,9.7,25.6,17.65,Debre Elias
2020,12,10,0,25.9,10.1,25.5,18,Debre Elias
2020,12,11,0,23.8,9,24.6,16.4,Debre Elias
2020,12,12,0,24.9,11.6,23,18.25,Debre Elias
2020,12,13,0,26,11.4,24.4,18.7,Debre Elias
2020,12,14,0,26.9,11.4,25.3,19.15,Debre Elias
2020,12,15,0,26.5,11.4,24.9,18.95,Debre Elias
2020,12,16,0,24.1,11.4,22.1,17.75,Debre Elias
2020,12,17,0,24.4,12.2,21.4,18.3,Debre Elias
2020,12,18,0,22.8,11.7,19.6,17.25,Debre Elias
2020,12,19,0.1,24.4,12.1,21.5,18.25,Debre Elias
2020,12,20,0,22.9,12.7,17.9,17.8,Debre Elias
2020,12,21,0,26,12.5,23.2,19.25,Debre Elias
2020,12,22,0,23.3,11.3,21.1,17.3,Debre Elias
2020,12,23,0,25.3,12.2,22.6,18.75,Debre Elias
2020,12,24,0,24.7,12.3,21.6,18.5,Debre Elias
2020,12,25,0,23,12.5,18.5,17.75,Debre Elias
2020,12,26,0,24.7,11.9,22.2,18.3,Debre Elias
2020,12,27,0,23.7,11.3,21.8,17.5,Debre Elias
2020,12,28,0,27.6,12.8,24.6,20.2,Debre Elias
2020,12,29,0,26.6,13.2,23.1,19.9,Debre Elias
2020,12,30,0,27.8,14.4,23.2,21.1,Debre Elias
2020,12,31,2.5,24.2,12.2,21.1,18.2,Debre Elias
2021,1,1,2.2,25.4,12.2,22.8,18.8,Debre Elias
2021,1,2,0.1,26.2,12.8,23.1,19.5,Debre Elias
2021,1,3,0,26.4,13.1,23,19.75,Debre Elias
2021,1,4,0.4,23.9,12.2,20.5,18.05,Debre Elias
2021,1,5,3,25.3,12.3,22.6,18.8,Debre Elias
2021,1,6,3,24.2,12.1,21.3,18.15,Debre Elias
2021,1,7,14,23.1,11.8,20.1,17.45,Debre Elias
2021,1,8,16.7,23.5,11.6,21,17.55,Debre Elias
2021,1,9,0,25,12.2,22.4,18.6,Debre Elias
2021,1,10,0,25.3,12,23.2,18.65,Debre Elias
2021,1,11,1.4,23.9,12.4,20.4,18.15,Debre Elias
2021,1,12,0.1,23.7,12.2,20.3,17.95,Debre Elias
2021,1,13,0,24.6,12.6,21.2,18.6,Debre Elias
2021,1,14,0,26.1,13.1,22.8,19.6,Debre Elias
2021,1,15,0.6,25.1,12.7,22,18.9,Debre Elias
2021,1,16,0,25.1,12.5,22.2,18.8,Debre Elias
2021,1,17,0,26.6,12.8,23.9,19.7,Debre Elias
2021,1,18,0,26.6,12.6,24.1,19.6,Debre Elias
2021,1,19,0,26.2,11.9,24.5,19.05,Debre Elias
2021,1,20,0,26,11.7,24.5,18.85,Debre Elias
2021,1,21,0,24.6,11.9,22.5,18.25,Debre Elias
2021,1,22,1.5,25,12.5,22.2,18.75,Debre Elias
2021,1,23,0,25.1,13,21.6,19.05,Debre Elias
2021,1,24,0,25.9,12.8,23.1,19.35,Debre Elias
2021,1,25,0,26.3,13.8,22.1,20.05,Debre Elias
2021,1,26,0,25.8,14.2,20.8,20,Debre Elias
2021,1,27,0,25.6,14.4,20,20,Debre Elias
2021,1,28,0,24,12.8,20.1,18.4,Debre Elias
2021,1,29,0,26.3,13.7,22.5,20,Debre Elias
2021,1,30,0,24,12.2,21.2,18.1,Debre Elias
2021,1,31,0,26.3,12.7,23.9,19.5,Debre Elias
2021,2,1,0.4,24.8,14.4,18.5,19.6,Debre Elias
2021,2,2,0,24.1,13.4,19.2,18.75,Debre Elias
2021,2,3,0,26.1,13.8,22.2,19.95,Debre Elias
2021,2,4,0,25.6,12.7,23,19.15,Debre Elias
2021,2,5,0,26.6,12.8,24.3,19.7,Debre Elias
2021,2,6,0,25.6,12.4,23.4,19,Debre Elias
2021,2,7,0,26.2,13.3,23,19.75,Debre Elias
2021,2,8,0,26.4,13,23.8,19.7,Debre Elias
2021,2,9,0,26.4,12.4,24.6,19.4,Debre Elias
2021,2,10,0,26.4,11.8,25.3,19.1,Debre Elias
2021,2,11,0,26.8,12.4,25.2,19.6,Debre Elias
2021,2,12,0,27.6,13.3,24.9,20.45,Debre Elias
2021,2,13,0,27.4,13.7,24.2,20.55,Debre Elias
2021,2,14,0,28.3,15.4,23.3,21.85,Debre Elias
2021,2,15,0.7,25.2,13.7,20.7,19.45,Debre Elias
2021,2,16,0,28.2,15.2,23.3,21.7,Debre Elias
2021,2,17,0.8,27,14.7,22.2,20.85,Debre Elias
2021,2,18,0,28,14.8,23.6,21.4,Debre Elias
2021,2,19,0,27.3,13.7,24.1,20.5,Debre Elias
2021,2,20,0,26.6,13.2,23.9,19.9,Debre Elias
2021,2,21,0,26.6,13.7,23.2,20.15,Debre Elias
2021,2,22,0.3,26.6,12.9,24.3,19.75,Debre Elias
2021,2,23,0,26.9,13.5,24.1,20.2,Debre Elias
2021,2,24,0,26.9,13.5,24.1,20.2,Debre Elias
2021,2,25,1.7,25.6,13.5,21.8,19.55,Debre Elias
2021,2,26,0,26.5,13.8,23,20.15,Debre Elias
2021,2,27,0,26.2,12.7,24.2,19.45,Debre Elias
2021,2,28,0,28.2,13.4,25.8,20.8,Debre Elias
2021,3,1,2.7,24.7,12.4,22.3,18.55,Debre Elias
2021,3,2,1.2,25,12.2,23.1,18.6,Debre Elias
2021,3,3,2.4,24.8,11.8,23.4,18.3,Debre Elias
2021,3,4,0.7,26.5,11.6,25.9,19.05,Debre Elias
2021,3,5,2.7,24.9,12.7,22.3,18.8,Debre Elias
2021,3,6,1.9,24.9,12.8,22.2,18.85,Debre Elias
2021,3,7,2.6,25.1,12.5,22.8,18.8,Debre Elias
